,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PK_Attempted,Yellow,Red,xG,npxG,xAG,npxG+xAG,Prg_Carries,Prg_Passes,Prg_Passes_Received,Goals_per90,Assits_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Matches
2646,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,21,2002,29,19,"1,687",18.7,0,1,1,0,0,0,4,0,1.2,1.2,0.5,1.8,26,51,31,0.00,0.05,0.05,0.00,0.05,0.06,0.03,0.09,0.06,0.09,Matches
2647,Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,24,1999,30,30,"2,600",28.9,1,2,3,1,0,0,3,2,1.4,1.4,2.1,3.5,22,138,46,0.03,0.07,0.10,0.03,0.10,0.05,0.07,0.12,0.05,0.12,Matches
2648,Destiny Udogie,it ITA,DF,Tottenham,eng Premier League,20,2002,28,28,"2,391",26.6,2,3,5,2,0,0,7,1,2.4,2.4,2.2,4.6,83,155,138,0.08,0.11,0.19,0.08,0.19,0.09,0.08,0.17,0.09,0.17,Matches
2649,Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,27,1996,30,30,"2,700",30.0,3,3,6,3,0,0,5,0,1.4,1.4,3.1,4.5,46,98,86,0.10,0.10,0.20,0.10,0.20,0.05,0.10,0.15,0.05,0.15,Matches
2650,Manuel Ugarte Ribeiro,uy URU,MF,Paris S-G,fr Ligue 1,22,2001,25,21,"1,932",21.5,0,2,2,0,0,0,5,0,0.6,0.6,0.9,1.5,16,87,24,0.00,0.09,0.09,0.00,0.09,0.03,0.04,0.07,0.03,0.07,Matches
2651,Lesley Ugochukwu,fr FRA,MF,Chelsea,eng Premier League,19,2004,12,3,301,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,8,17,3,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
2652,Lukas Ullrich,de GER,"DF,FW",Gladbach,de Bundesliga,19,2004,4,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2653,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,34,1988,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2654,Samuel Umtiti,fr FRA,DF,Lille,fr Ligue 1,29,1993,6,2,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2655,Enes Ünal,tr TUR,"FW,MF",Bournemouth,eng Premier League,26,1997,16,2,328,3.6,2,2,4,2,0,0,1,0,2.9,2.9,1.0,3.9,4,7,28,0.55,0.55,1.10,0.55,1.10,0.80,0.28,1.07,0.80,1.07,Matches
2656,Enes Ünal,tr TUR,"FW,MF",Getafe,es La Liga,26,1997,3,1,140,1.6,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,2,1,7,0.00,0.64,0.64,0.00,0.64,0.06,0.24,0.30,0.06,0.30,Matches
2657,Deniz Undav,de GER,"FW,MF",Stuttgart,de Bundesliga,27,1996,30,23,"2,089",23.2,18,10,28,18,0,1,5,0,15.0,14.3,6.5,20.8,45,120,182,0.78,0.43,1.21,0.78,1.21,0.65,0.28,0.93,0.61,0.90,Matches
2658,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,24,1998,25,19,"1,762",19.6,1,0,1,1,0,0,3,1,1.7,1.7,0.5,2.1,28,137,10,0.05,0.00,0.05,0.05,0.05,0.08,0.02,0.11,0.08,0.11,Matches
2659,Kacper Urbanski,pl POL,"MF,FW",Bologna,it Serie A,18,2004,22,9,926,10.3,0,1,1,0,0,0,2,0,1.1,1.1,0.8,1.9,25,31,78,0.00,0.10,0.10,0.00,0.10,0.10,0.08,0.19,0.10,0.19,Matches
2660,Mark Uth,de GER,"MF,FW",Köln,de Bundesliga,31,1991,11,3,373,4.1,0,1,1,0,0,0,2,0,2.0,2.0,1.4,3.4,12,13,29,0.00,0.24,0.24,0.00,0.24,0.49,0.33,0.83,0.49,0.83,Matches
2661,Myrto Uzuni,al ALB,FW,Granada,es La Liga,28,1995,34,28,"2,448",27.2,11,1,12,7,4,5,3,0,12.9,9.0,2.6,11.6,21,18,90,0.40,0.04,0.44,0.26,0.29,0.48,0.09,0.57,0.33,0.43,Matches
2662,Josha Vagnoman,de GER,DF,Stuttgart,de Bundesliga,22,2000,18,12,"1,183",13.1,2,2,4,2,0,0,2,0,1.3,1.3,1.3,2.6,19,33,67,0.15,0.15,0.30,0.15,0.30,0.10,0.10,0.20,0.10,0.20,Matches
2663,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,28,1994,34,32,"2,692",29.9,1,0,1,1,0,0,7,1,1.7,1.7,0.6,2.2,24,132,11,0.03,0.00,0.03,0.03,0.03,0.06,0.02,0.07,0.06,0.07,Matches
2664,Emanuele Valeri,it ITA,DF,Frosinone,it Serie A,24,1998,16,14,"1,178",13.1,0,1,1,0,0,0,3,0,0.9,0.9,2.4,3.3,38,41,61,0.00,0.08,0.08,0.00,0.08,0.07,0.19,0.25,0.07,0.25,Matches
2665,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,27,1995,28,28,"2,349",26.1,0,1,1,0,0,0,5,0,0.3,0.3,0.9,1.2,22,61,27,0.00,0.04,0.04,0.00,0.04,0.01,0.03,0.05,0.01,0.05,Matches
2666,Jesús Vallejo,es ESP,DF,Granada,es La Liga,26,1997,3,1,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2667,Álvaro Vallés,es ESP,GK,Las Palmas,es La Liga,26,1997,37,37,"3,263",36.3,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2668,Federico Valverde,uy URU,MF,Real Madrid,es La Liga,25,1998,37,33,"2,904",32.3,2,7,9,2,0,0,2,0,3.5,3.5,5.8,9.3,104,231,102,0.06,0.22,0.28,0.06,0.28,0.11,0.18,0.29,0.11,0.29,Matches
2669,Kévin Van Den Kerkhof,dz ALG,"FW,MF",Metz,fr Ligue 1,27,1996,29,21,"1,913",21.3,1,2,3,1,0,0,2,0,1.5,1.5,3.5,5.0,65,28,145,0.05,0.09,0.14,0.05,0.14,0.07,0.16,0.24,0.07,0.24,Matches
2670,Siebe Van Der Heyden,be BEL,DF,Mallorca,es La Liga,25,1998,6,4,286,3.2,0,0,0,0,0,0,2,1,0.2,0.2,0.0,0.2,1,1,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
2671,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,32,1991,36,36,"3,177",35.3,2,2,4,2,0,0,3,1,2.8,2.8,1.6,4.4,32,200,7,0.06,0.06,0.11,0.06,0.11,0.08,0.04,0.12,0.08,0.12,Matches
2672,Vanderson,br BRA,DF,Monaco,fr Ligue 1,22,2001,20,20,"1,641",18.2,3,1,4,3,0,0,6,1,2.1,2.1,1.4,3.5,26,71,129,0.16,0.05,0.22,0.16,0.22,0.12,0.08,0.19,0.12,0.19,Matches
2673,Raphaël Varane,fr FRA,DF,Manchester Utd,eng Premier League,30,1993,22,16,"1,375",15.3,1,0,1,1,0,0,2,0,1.3,1.3,0.1,1.3,16,59,2,0.07,0.00,0.07,0.07,0.07,0.08,0.00,0.09,0.08,0.09,Matches
2674,Ruben Vargas,ch SUI,"MF,FW",Augsburg,de Bundesliga,24,1998,31,25,"1,962",21.8,4,5,9,4,0,0,3,0,3.9,3.9,2.4,6.3,57,77,145,0.18,0.23,0.41,0.18,0.41,0.18,0.11,0.29,0.18,0.29,Matches
2675,Johan Vásquez,mx MEX,DF,Genoa,it Serie A,24,1998,37,32,"2,850",31.7,1,1,2,1,0,0,6,0,1.9,1.9,0.8,2.7,29,81,61,0.03,0.03,0.06,0.03,0.06,0.06,0.03,0.08,0.06,0.08,Matches
2676,José Luis García Vayá,es ESP,MF,Valencia,es La Liga,24,1998,37,37,"3,302",36.7,7,1,8,0,7,8,4,0,7.3,1.0,3.2,4.2,30,251,43,0.19,0.03,0.22,0.00,0.03,0.20,0.09,0.29,0.03,0.11,Matches
2677,Borja Vázquez,es ESP,FW,Cádiz,es La Liga,18,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,1.70,1.70,0.00,1.70,Matches
2678,Jesus Vazquez,es ESP,"DF,MF",Valencia,es La Liga,20,2003,20,6,716,8.0,1,0,1,1,0,0,1,0,1.2,1.2,0.1,1.3,13,15,29,0.13,0.00,0.13,0.13,0.13,0.15,0.02,0.16,0.15,0.16,Matches
2679,Kevin Vázquez,es ESP,DF,Celta Vigo,es La Liga,30,1993,12,10,700,7.8,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,6,28,20,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.00,0.03,Matches
2680,Lucas Vázquez,es ESP,DF,Real Madrid,es La Liga,32,1991,29,14,"1,419",15.8,3,6,9,3,0,0,0,0,1.2,1.1,3.8,4.8,28,58,160,0.19,0.38,0.57,0.19,0.57,0.07,0.24,0.31,0.07,0.31,Matches
2681,Matías Vecino,uy URU,MF,Lazio,it Serie A,31,1991,31,8,"1,153",12.8,6,1,7,6,0,0,8,0,3.7,3.7,0.4,4.1,16,74,43,0.47,0.08,0.55,0.47,0.55,0.29,0.03,0.32,0.29,0.32,Matches
2682,Gabriel Veiga,es ESP,FW,Celta Vigo,es La Liga,21,2002,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2683,Alejo Véliz,ar ARG,FW,Tottenham,eng Premier League,19,2003,8,0,50,0.6,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,0,1,3,1.80,0.00,1.80,1.80,1.80,0.45,0.00,0.45,0.45,0.45,Matches
2684,Alejo Véliz,ar ARG,FW,Sevilla,es La Liga,19,2003,6,0,35,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,1,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.58,0.58,0.58,Matches
2685,Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,27,1995,23,21,"1,920",21.3,2,1,3,2,0,0,2,0,1.7,1.7,0.8,2.5,16,89,13,0.09,0.05,0.14,0.09,0.14,0.08,0.04,0.12,0.08,0.12,Matches
2686,Joël Veltman,nl NED,DF,Brighton,eng Premier League,31,1992,27,17,"1,588",17.6,1,1,2,1,0,0,4,0,0.4,0.4,0.5,0.9,24,85,54,0.06,0.06,0.11,0.06,0.11,0.02,0.03,0.05,0.02,0.05,Matches
2687,Micky van de Ven,nl NED,DF,Tottenham,eng Premier League,22,2001,27,27,"2,339",26.0,3,0,3,3,0,0,5,0,0.6,0.6,0.0,0.6,19,108,9,0.12,0.00,0.12,0.12,0.12,0.02,0.00,0.02,0.02,0.02,Matches
2688,Lorenzo Venuti,it ITA,DF,Lecce,it Serie A,28,1995,14,3,364,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,7,16,15,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.10,0.02,0.10,Matches
2689,Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,20,2002,21,21,"1,890",21.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2690,Simone Verdi,it ITA,FW,Torino,it Serie A,31,1992,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,1.50,1.50,0.00,1.50,Matches
2691,Jordan Veretout,fr FRA,MF,Marseille,fr Ligue 1,30,1993,29,24,"2,183",24.3,1,2,3,1,0,0,4,0,2.9,2.9,5.0,7.9,53,194,81,0.04,0.08,0.12,0.04,0.12,0.12,0.21,0.33,0.12,0.33,Matches
2692,Arthur Vermeeren,be BEL,MF,Atlético Madrid,es La Liga,18,2005,5,2,162,1.8,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,7,7,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
2693,Yorbe Vertessen,be BEL,"FW,MF",Union Berlin,de Bundesliga,22,2001,13,7,593,6.6,3,2,5,3,0,0,1,0,2.7,2.7,1.3,4.0,10,13,39,0.46,0.30,0.76,0.46,0.76,0.41,0.20,0.61,0.41,0.61,Matches
2694,Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,30,1993,27,18,"1,534",17.0,3,1,4,1,2,2,2,0,2.7,1.1,1.2,2.3,10,88,29,0.18,0.06,0.23,0.06,0.12,0.16,0.07,0.23,0.07,0.14,Matches
2695,Guglielmo Vicario,it ITA,GK,Tottenham,eng Premier League,26,1996,38,38,"3,420",38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2696,Carlos Vicente,es ESP,FW,Alavés,es La Liga,24,1999,18,12,"1,114",12.4,2,4,6,2,0,0,1,0,2.3,2.3,3.7,6.0,23,23,82,0.16,0.32,0.48,0.16,0.48,0.19,0.30,0.49,0.19,0.49,Matches
2697,Nacho Vidal,es ESP,"DF,FW",Osasuna,es La Liga,28,1995,7,0,96,1.1,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,0,1,4,0.94,0.00,0.94,0.94,0.94,0.28,0.01,0.29,0.28,0.29,Matches
2698,Nacho Vidal,es ESP,DF,Mallorca,es La Liga,28,1995,8,5,416,4.6,0,0,0,0,0,0,2,0,1.0,1.0,0.2,1.2,5,15,31,0.00,0.00,0.00,0.00,0.00,0.23,0.04,0.26,0.23,0.26,Matches
2699,Fabio Vieira,pt POR,"MF,FW",Arsenal,eng Premier League,23,2000,11,2,297,3.3,1,2,3,0,1,1,0,1,1.3,0.5,1.6,2.1,12,15,30,0.30,0.61,0.91,0.00,0.61,0.38,0.49,0.87,0.14,0.64,Matches
2700,Fran Vieites,es ESP,GK,Betis,es La Liga,24,1999,4,3,315,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2701,Jonathan Viera,es ESP,"MF,FW",Las Palmas,es La Liga,33,1989,9,7,617,6.9,2,1,3,0,2,2,1,0,2.3,0.7,1.0,1.7,26,65,37,0.29,0.15,0.44,0.00,0.15,0.33,0.14,0.47,0.10,0.24,Matches
2702,Jonathan Viera,es ESP,MF,Almería,es La Liga,33,1989,12,12,912,10.1,0,3,3,0,0,0,3,1,1.3,1.3,2.7,3.9,35,68,29,0.00,0.30,0.30,0.00,0.30,0.13,0.26,0.39,0.13,0.39,Matches
2703,Emanuel Vignato,it ITA,"MF,FW",Salernitana,it Serie A,22,2000,9,3,311,3.5,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.4,5,11,14,0.00,0.29,0.29,0.00,0.29,0.01,0.10,0.11,0.01,0.11,Matches
2704,Samuele Vignato,it ITA,"MF,FW",Monza,it Serie A,19,2004,10,3,343,3.8,1,0,1,1,0,0,2,0,1.7,1.7,0.2,1.8,13,13,20,0.26,0.00,0.26,0.26,0.26,0.44,0.04,0.48,0.44,0.48,Matches
2705,Oscar Vilhelmsson,se SWE,"FW,MF",Darmstadt 98,de Bundesliga,19,2003,26,16,"1,374",15.3,4,1,5,4,0,0,2,0,4.1,4.1,0.7,4.7,16,7,72,0.26,0.07,0.33,0.26,0.33,0.27,0.04,0.31,0.27,0.31,Matches
2706,Toni Villa,es ESP,FW,Girona,es La Liga,28,1995,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches
2707,Asier Villalibre,es ESP,FW,Athletic Club,es La Liga,25,1997,18,4,513,5.7,2,1,3,2,0,0,0,0,1.7,1.7,1.0,2.7,6,10,29,0.35,0.18,0.53,0.35,0.53,0.30,0.17,0.47,0.30,0.47,Matches
2708,Gonzalo Villar,es ESP,MF,Granada,es La Liga,25,1998,35,21,"1,803",20.0,1,3,4,1,0,0,7,0,1.9,1.9,2.2,4.1,27,74,27,0.05,0.15,0.20,0.05,0.20,0.09,0.11,0.20,0.09,0.20,Matches
2709,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,26,1997,12,12,"1,014",11.3,0,0,0,0,0,0,0,2,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
2710,Matías Viña,uy URU,DF,Sassuolo,it Serie A,25,1997,15,13,"1,014",11.3,0,3,3,0,0,0,1,0,0.3,0.3,1.4,1.7,24,46,37,0.00,0.27,0.27,0.00,0.27,0.03,0.12,0.15,0.03,0.15,Matches
2711,Rúben Vinagre,pt POR,"DF,FW",Hellas Verona,it Serie A,24,1999,12,2,282,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,6,8,13,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,Matches
2712,Carlos Vinícius,br BRA,FW,Fulham,eng Premier League,28,1995,13,2,315,3.5,2,0,2,2,0,0,2,0,1.6,1.6,0.8,2.4,3,3,13,0.57,0.00,0.57,0.57,0.57,0.46,0.23,0.69,0.46,0.69,Matches
2713,Nicolas Viola,it ITA,"MF,FW",Cagliari,it Serie A,33,1989,26,11,"1,207",13.4,5,2,7,5,0,1,3,0,3.4,2.6,3.9,6.5,22,57,68,0.37,0.15,0.52,0.37,0.52,0.25,0.29,0.54,0.19,0.49,Matches
2714,Alan Virginius,fr FRA,FW,Lille,fr Ligue 1,20,2003,2,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
2715,Alan Virginius,fr FRA,FW,Clermont Foot,fr Ligue 1,20,2003,14,12,934,10.4,0,2,2,0,0,0,0,0,1.3,1.3,1.5,2.8,22,21,64,0.00,0.19,0.19,0.00,0.19,0.13,0.15,0.27,0.13,0.27,Matches
2716,Ricardo Visus,es ESP,DF,Betis,es La Liga,22,2001,3,1,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2717,Mattia Viti,it ITA,DF,Sassuolo,it Serie A,21,2002,15,12,979,10.9,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,2,36,13,0.09,0.00,0.09,0.09,0.09,0.09,0.00,0.09,0.09,0.09,Matches
2718,Vitinha,pt POR,"FW,MF",Genoa,it Serie A,23,2000,9,2,285,3.2,2,0,2,2,0,0,2,0,1.1,1.1,0.1,1.3,10,4,21,0.63,0.00,0.63,0.63,0.63,0.36,0.04,0.40,0.36,0.40,Matches
2719,Vitinha,pt POR,FW,Marseille,fr Ligue 1,23,2000,18,10,923,10.3,3,2,5,3,0,0,1,0,5.1,5.1,2.9,8.0,15,23,84,0.29,0.20,0.49,0.29,0.49,0.50,0.28,0.78,0.50,0.78,Matches
2720,Vitinha,pt POR,MF,Paris S-G,fr Ligue 1,23,2000,28,23,"2,126",23.6,7,4,11,7,0,0,0,0,3.1,3.1,3.1,6.3,41,182,122,0.30,0.17,0.47,0.30,0.47,0.13,0.13,0.26,0.13,0.26,Matches
2721,Vitinho,br BRA,"DF,MF",Burnley,eng Premier League,24,1999,32,26,"2,314",25.7,0,2,2,0,0,0,1,0,1.6,1.6,1.3,2.9,59,66,110,0.00,0.08,0.08,0.00,0.08,0.06,0.05,0.11,0.06,0.11,Matches
2722,Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,24,1999,33,31,"2,878",32.0,0,0,0,0,0,0,6,0,0.6,0.6,0.7,1.3,23,123,4,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
2723,Odisseas Vlachodimos,gr GRE,GK,Nott'ham Forest,eng Premier League,29,1994,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
2724,Dušan Vlahović,rs SRB,FW,Juventus,it Serie A,23,2000,33,27,"2,307",25.6,16,4,20,14,2,4,8,1,16.6,13.3,2.3,15.6,36,46,174,0.62,0.16,0.78,0.55,0.70,0.65,0.09,0.74,0.52,0.61,Matches
2725,Nikola Vlašić,hr CRO,"MF,FW",Torino,it Serie A,25,1997,33,30,"2,608",29.0,3,2,5,3,0,0,3,0,2.4,2.4,2.9,5.3,67,150,174,0.10,0.07,0.17,0.10,0.17,0.08,0.10,0.18,0.08,0.18,Matches
2726,Alessandro Vogliacco,it ITA,DF,Genoa,it Serie A,24,1998,20,14,"1,169",13.0,0,1,1,0,0,0,4,0,0.4,0.4,0.5,0.9,8,49,12,0.00,0.08,0.08,0.00,0.08,0.03,0.04,0.07,0.03,0.07,Matches
2727,Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,31,1991,16,14,"1,319",14.7,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.8,16,84,12,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.05,0.05,0.05,Matches
2728,Kevin Vogt,de GER,DF,Union Berlin,de Bundesliga,31,1991,16,16,"1,323",14.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.1,1,41,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2729,Mërgim Vojvoda,xk KVX,DF,Torino,it Serie A,28,1995,28,15,"1,379",15.3,0,3,3,0,0,0,3,0,0.4,0.4,1.4,1.8,30,91,72,0.00,0.20,0.20,0.00,0.20,0.02,0.09,0.12,0.02,0.12,Matches
2730,Kevin Volland,de GER,"FW,MF",Union Berlin,de Bundesliga,31,1992,26,17,"1,345",14.9,3,4,7,1,2,3,3,2,5.3,2.9,2.6,5.6,14,48,96,0.20,0.27,0.47,0.07,0.33,0.36,0.18,0.53,0.20,0.37,Matches
2731,Cristian Volpato,it ITA,"MF,FW",Sassuolo,it Serie A,19,2003,22,5,645,7.2,1,0,1,1,0,0,1,0,0.5,0.5,1.4,1.9,34,53,49,0.14,0.00,0.14,0.14,0.14,0.07,0.19,0.26,0.07,0.26,Matches
2732,Aster Vranckx,be BEL,MF,Wolfsburg,de Bundesliga,20,2002,24,12,"1,153",12.8,0,0,0,0,0,0,6,0,0.1,0.1,0.3,0.4,3,48,9,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
2733,Stefan de Vrij,nl NED,DF,Inter,it Serie A,31,1992,25,17,"1,586",17.6,1,0,1,1,0,0,0,0,0.6,0.6,0.3,0.9,6,43,2,0.06,0.00,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,Matches
2734,Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,20,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,4.23,4.23,0.00,4.23,Matches
2735,Elye Wahi,fr FRA,FW,Lens,fr Ligue 1,20,2003,27,20,"1,692",18.8,9,3,12,8,1,1,10,1,11.5,10.7,2.6,13.4,52,15,171,0.48,0.16,0.64,0.43,0.59,0.61,0.14,0.75,0.57,0.71,Matches
2736,Walace,br BRA,MF,Udinese,it Serie A,28,1995,37,37,"3,238",36.0,2,0,2,2,0,0,7,0,0.8,0.8,1.1,1.9,37,127,22,0.06,0.00,0.06,0.06,0.06,0.02,0.03,0.05,0.02,0.05,Matches
2737,Luca Waldschmidt,de GER,"MF,FW",Köln,de Bundesliga,27,1996,22,14,"1,146",12.7,3,0,3,3,0,1,0,0,2.9,2.1,1.2,3.3,30,46,61,0.24,0.00,0.24,0.24,0.24,0.23,0.09,0.32,0.17,0.26,Matches
2738,Kyle Walker,eng ENG,DF,Manchester City,eng Premier League,33,1990,32,30,"2,767",30.7,0,4,4,0,0,0,2,0,0.4,0.4,2.6,3.0,74,157,172,0.00,0.13,0.13,0.00,0.13,0.01,0.09,0.10,0.01,0.10,Matches
2739,Sebastian Walukiewicz,pl POL,DF,Empoli,it Serie A,23,2000,27,23,"2,055",22.8,0,0,0,0,0,0,6,0,0.1,0.1,0.1,0.2,14,45,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
2740,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,eng Premier League,25,1997,22,20,"1,780",19.8,0,2,2,0,0,0,4,0,0.1,0.1,1.5,1.6,30,77,54,0.00,0.10,0.10,0.00,0.10,0.01,0.08,0.08,0.01,0.08,Matches
2741,Joel Ward,eng ENG,DF,Crystal Palace,eng Premier League,33,1989,26,23,"1,980",22.0,0,1,1,0,0,0,4,0,0.9,0.9,0.2,1.1,16,66,14,0.00,0.05,0.05,0.00,0.05,0.04,0.01,0.05,0.04,0.05,Matches
2742,James Ward-Prowse,eng ENG,MF,West Ham,eng Premier League,28,1994,37,34,"3,001",33.3,7,7,14,5,2,2,4,0,6.0,4.4,7.8,12.3,18,144,63,0.21,0.21,0.42,0.15,0.36,0.18,0.23,0.41,0.13,0.37,Matches
2743,Lewis Warrington,eng ENG,FW,Everton,eng Premier League,20,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2744,Deivid Washington,br BRA,"DF,FW",Chelsea,eng Premier League,18,2005,2,0,13,0.1,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,0,1,0.00,0.00,0.00,0.00,0.00,3.23,0.00,3.23,3.23,3.23,Matches
2745,Kjell-Arik Wätjen,de GER,"MF,FW",Dortmund,de Bundesliga,17,2006,2,1,105,1.2,0,1,1,0,0,0,0,0,0.0,0.0,1.2,1.2,3,8,1,0.00,0.86,0.86,0.00,0.86,0.00,1.02,1.02,0.00,1.02,Matches
2746,Ollie Watkins,eng ENG,FW,Aston Villa,eng Premier League,27,1995,37,37,"3,217",35.7,19,13,32,19,0,0,4,0,16.8,16.8,7.3,24.2,62,55,214,0.53,0.36,0.90,0.53,0.90,0.47,0.21,0.68,0.47,0.68,Matches
2747,Timothy Weah,us USA,"DF,FW",Juventus,it Serie A,23,2000,30,12,"1,258",14.0,0,1,1,0,0,0,5,0,1.5,1.5,1.1,2.7,35,48,84,0.00,0.07,0.07,0.00,0.07,0.11,0.08,0.19,0.11,0.19,Matches
2748,Adam Webster,eng ENG,DF,Brighton,eng Premier League,28,1995,15,13,"1,144",12.7,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.6,16,80,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.05,0.03,0.05,Matches
